beta=1
L=50
Kt=100
Kb=100
phi,theta,Rx,Ry,Rz,ux,uy,uz,vx,vy,vz
-0.000683146,-0.267641,2.02767,-2.13107,2.97605,0.00134254,0.742095,0.670294,-0.995815,-0.0602631,0.068713
0.0334364,-0.251205,2.02902,-1.38898,3.64635,-0.720866,0.246253,0.647852,-0.624324,-0.636615,-0.452705
0.109489,-0.287236,1.30815,-1.14272,4.2942,-0.820812,-0.513324,0.250532,0.199201,-0.66832,-0.716706
0.225313,-0.125989,0.487339,-1.65605,4.54473,-0.314737,-0.901082,-0.298315,0.863561,-0.141392,-0.484015
0.0669065,-0.0657706,0.172602,-2.55713,4.24642,0.494392,-0.705057,-0.508401,0.812628,0.582516,-0.0176047
-0.0700655,-0.143722,0.666994,-3.26219,3.73802,0.978305,-0.0397138,-0.20333,0.105275,0.940591,0.322808
0.144608,-0.123655,1.6453,-3.3019,3.53469,0.726269,0.648366,0.228373,-0.661077,0.567703,0.490602
-0.0620378,-0.216519,2.37157,-2.65353,3.76306,-0.0280269,0.718667,0.69479,-0.990243,-0.114876,0.0788785
0.123154,-0.181553,2.34354,-1.93487,4.45785,-0.736465,0.248133,0.629325,-0.580076,-0.71027,-0.398783
0.0975788,-0.245829,1.60708,-1.68673,5.08717,-0.807408,-0.528308,0.262646,0.240208,-0.700957,-0.671535
-0.0517131,-0.0869712,0.799668,-2.21504,5.34982,-0.269985,-0.915604,-0.297955,0.749746,-0.00574783,-0.661701
0.0666193,-0.222776,0.529683,-3.13065,5.05186,0.525711,-0.665367,-0.530014,0.720354,0.679607,-0.138655
-0.0051824,-0.284638,1.05539,-3.79601,4.52185,0.981942,0.0196543,-0.188159,0.0424334,0.946365,0.3203
0.0811394,-0.184328,2.03734,-3.77636,4.33369,0.684526,0.667628,0.292741,-0.719043,0.552245,0.421905
0.114415,0.131756,2.72186,-3.10873,4.62643,0.966538,0.0692165,-0.247008,0.0926497,0.803716,0.587755
-0.0204953,-0.155546,3.6884,-3.03951,4.37942,0.706902,0.569999,0.418797,-0.697592,0.46402,0.545941
-0.135119,-0.0150494,4.3953,-2.46952,4.79822,-0.0975128,0.708824,0.698612,-0.995107,-0.0582367,-0.0798097
